1914	-0.074910112	0.068805441	2.372547627	-0.077609658	0.141225383	2.377171755	-0.09319216	0.50493449	2.368712187	-0.087404296	0.671072423	2.316518068	-0.250735641	0.389233917	2.371459961	-0.29879263	0.105684772	2.391055584	-0.305299371	-0.133489132	2.351343632	-0.296326637	-0.233263046	2.326337099	0.0613897	0.382320255	2.359790325	0.122099958	0.092693806	2.391350508	0.151925474	-0.150467396	2.346460581	0.147025988	-0.228610292	2.316258192	-0.140745014	-0.002627804	2.373813868	-0.181919202	-0.478443861	2.423469782	-0.198037565	-0.851849079	2.428466797	-0.211033672	-0.918667972	2.39518714	-0.003187895	-0.000398696	2.368878603	0.055570859	-0.488716364	2.415256977	0.072902814	-0.854102075	2.436505318	0.102613747	-0.930854201	2.394973755																																															
1915	-0.074782766	0.068693139	2.373473406	-0.077472337	0.141035199	2.378146172	-0.092926279	0.504231572	2.369223118	-0.086948954	0.669441819	2.316941023	-0.250781059	0.389218807	2.372421741	-0.299551904	0.105480932	2.392582417	-0.30683732	-0.131776899	2.353968143	-0.298125237	-0.231996924	2.330679893	0.061636865	0.382215858	2.36107564	0.121972688	0.092629701	2.393350124	0.153001621	-0.150570124	2.349592447	0.148265928	-0.229766801	2.319247007	-0.140727505	-0.002843843	2.374769926	-0.181900516	-0.478429973	2.423685312	-0.197823927	-0.849957287	2.427658796	-0.210980624	-0.919287086	2.392361879	-0.002978124	-0.000504483	2.369847536	0.055708311	-0.489095926	2.415596247	0.073271148	-0.853883862	2.436098099	0.102549687	-0.930693328	2.394689798																																															
1916	-0.074887231	0.068604223	2.374489784	-0.077497452	0.140969038	2.379218102	-0.092872798	0.504175842	2.369914293	-0.087667704	0.669503331	2.316866636	-0.252218604	0.388420522	2.374907732	-0.300639629	0.103619248	2.394061089	-0.309299648	-0.128362745	2.358965397	-0.301681846	-0.229629949	2.340217829	0.061719041	0.382439047	2.361526012	0.121302746	0.092768788	2.394286394	0.152994692	-0.150286973	2.353247881	0.148984	-0.231507584	2.32307601	-0.141134292	-0.003407585	2.376067638	-0.181711525	-0.478363633	2.42416358	-0.197699592	-0.850431025	2.42841506	-0.2110627	-0.919534564	2.392337799	-0.002896061	-0.00061138	2.370653868	0.055790082	-0.488991201	2.415958166	0.073277608	-0.853801191	2.436089516	0.102555245	-0.930617332	2.394535065																																															
1917	-0.074845098	0.068292834	2.375459194	-0.077432193	0.140540153	2.380046844	-0.092453755	0.502587676	2.370212793	-0.087533616	0.666341424	2.317173958	-0.252300799	0.388646901	2.375860691	-0.30211547	0.101605788	2.396073341	-0.313904524	-0.147299528	2.361213684	-0.304133594	-0.239189446	2.34185195	0.062388454	0.382573068	2.36307168	0.121163741	0.092529982	2.394949198	0.155277684	-0.152243257	2.354521513	0.150209635	-0.234234005	2.325932503	-0.141253665	-0.004177338	2.377212524	-0.182490081	-0.481976092	2.426296473	-0.19892548	-0.851100683	2.427982092	-0.211019248	-0.921702623	2.386893511	-0.002753658	-0.000878537	2.371872187	0.055835329	-0.488932669	2.416015863	0.073222518	-0.853675365	2.435551167	0.102657877	-0.930556893	2.394398451																																															
1918	-0.074814752	0.068209827	2.376499176	-0.077445947	0.140430272	2.380954266	-0.092629455	0.502341986	2.370713949	-0.087583378	0.666111529	2.317027569	-0.252299309	0.388794243	2.377431393	-0.302986383	0.101564765	2.397649288	-0.314866841	-0.14272961	2.362928391	-0.30522877	-0.2396411	2.344532013	0.062527798	0.38299039	2.364514112	0.118823446	0.099015176	2.396982908	0.155410662	-0.152288109	2.355607986	0.150533825	-0.235168427	2.329356432	-0.141215116	-0.004335606	2.377944946	-0.182431936	-0.481740028	2.426474571	-0.198786154	-0.851087928	2.42782712	-0.211043954	-0.921802342	2.387118816	-0.00261931	-0.000890942	2.373281479	0.055864833	-0.489014685	2.416292906	0.073195092	-0.853601992	2.435466528	0.102695853	-0.930337906	2.393763304																																															
1919	-0.074933797	0.067978375	2.377560854	-0.077542789	0.140254661	2.382023573	-0.09265203	0.502476692	2.371892929	-0.087720789	0.665971279	2.316938877	-0.252631217	0.389518857	2.379264832	-0.304024875	0.099821933	2.400664806	-0.316470832	-0.139696598	2.36696434	-0.30647701	-0.23994112	2.347156048	0.06214359	0.382625818	2.365965128	0.118682474	0.098552041	2.398746729	0.154774085	-0.15361017	2.357515335	0.150459021	-0.236497566	2.333282709	-0.1412673	-0.004601773	2.378766298	-0.182480499	-0.481801718	2.426681757	-0.199171513	-0.850570977	2.428060293	-0.210969701	-0.921455145	2.386747122	-0.002834568	-0.00102533	2.374353647	0.055944126	-0.488805681	2.416450739	0.073974349	-0.852732301	2.435725689	0.102799751	-0.929892778	2.393719673																																															
1920	-0.074662149	0.067322262	2.378630161	-0.077259719	0.139536098	2.382874966	-0.092264362	0.501250684	2.372298956	-0.088233434	0.66440171	2.317271233	-0.252405733	0.38943997	2.380185843	-0.304067552	0.099797845	2.400713921	-0.317228019	-0.147354022	2.36946559	-0.307043374	-0.239827365	2.34798789	0.062001504	0.382630229	2.366809845	0.119251728	0.096810743	2.400507212	0.155477673	-0.154470265	2.358793736	0.151329488	-0.237448633	2.333809376	-0.141026169	-0.005340727	2.37997818	-0.182530209	-0.482087463	2.42694664	-0.199551597	-0.851216197	2.428158283	-0.211148322	-0.922082424	2.385968924	-0.002563704	-0.001435843	2.375433683	0.055980451	-0.490241885	2.416595936	0.072993889	-0.855745137	2.436412334	0.102515973	-0.929965794	2.393343687																																															
1921	-0.074786849	0.067451514	2.379364967	-0.077474579	0.139634788	2.383661032	-0.093275636	0.501199543	2.373600721	-0.08917886	0.665094197	2.316689014	-0.252723098	0.389805079	2.381904602	-0.304438382	0.099879473	2.401343107	-0.317693263	-0.15423055	2.370817423	-0.307389349	-0.239912212	2.349288702	0.061674602	0.383562416	2.367793322	0.11960426	0.095821984	2.401629448	0.156278402	-0.155558005	2.359748363	0.15171808	-0.234716222	2.336181641	-0.141037986	-0.005250413	2.380494118	-0.182386875	-0.482015878	2.427021265	-0.199145079	-0.851965666	2.428795815	-0.211340174	-0.922651887	2.388040066	-0.002615164	-0.001257833	2.376178741	0.055954043	-0.490307301	2.416632891	0.072617836	-0.856472313	2.436050653	0.102218106	-0.930131912	2.394112587																																															
1922	-0.074888356	0.067634888	2.380197287	-0.077627756	0.139767528	2.384678841	-0.093888775	0.501090348	2.375262737	-0.089705423	0.665270686	2.317361832	-0.253380805	0.390146881	2.383336067	-0.304669529	0.100264274	2.401610851	-0.31772387	-0.15452759	2.371530533	-0.307986557	-0.2401281	2.350209236	0.06164844	0.383790255	2.368524313	0.119707569	0.095002815	2.402215004	0.15618515	-0.155387089	2.360383749	0.152002215	-0.236208022	2.337308168	-0.141174048	-0.005256541	2.381249189	-0.182430521	-0.481971085	2.427084446	-0.199398071	-0.850471258	2.427687407	-0.211356714	-0.922672689	2.388041496	-0.002552853	-0.001114281	2.376755476	0.056067668	-0.489956737	2.416515589	0.072660521	-0.856402516	2.436235905	0.10229329	-0.930047512	2.394006252																																															
1923	-0.075048119	0.067499071	2.380903244	-0.077746436	0.139583558	2.385584354	-0.093836673	0.500740647	2.376506329	-0.089967981	0.663449466	2.318454742	-0.253247976	0.39132899	2.384552956	-0.304665923	0.099710137	2.402147532	-0.316921413	-0.154620424	2.371038914	-0.307823598	-0.24015677	2.350426435	0.061384514	0.383329719	2.369032145	0.119653016	0.094501719	2.403012514	0.156450689	-0.155838102	2.360580206	0.152173296	-0.236609906	2.337375879	-0.141310215	-0.005331508	2.381707668	-0.182608068	-0.481401682	2.427119017	-0.199382141	-0.850439906	2.427665949	-0.210908338	-0.921150565	2.388468504	-0.002757639	-0.001160513	2.377489805	0.056137245	-0.489851981	2.41647768	0.072802402	-0.856009305	2.436012745	0.102237284	-0.929962814	2.394087076																																															
1924	-0.075062148	0.06749247	2.381268024	-0.077712946	0.139562428	2.386098623	-0.09362258	0.500692725	2.37707758	-0.089903854	0.662994087	2.318544388	-0.253286362	0.391066253	2.38555932	-0.304397792	0.099896356	2.402481318	-0.314197481	-0.125394925	2.37221384	-0.308366776	-0.226710439	2.353032589	0.061363593	0.383495659	2.369511127	0.119467393	0.094524227	2.403591394	0.156600565	-0.155742079	2.360605955	0.152196854	-0.236730024	2.337506294	-0.141418368	-0.00535348	2.382024765	-0.182470337	-0.481597781	2.427340508	-0.199127123	-0.851015091	2.428026915	-0.210936725	-0.921117663	2.388446331	-0.002723887	-0.001155959	2.377810478	0.05613276	-0.489848644	2.416500807	0.073133543	-0.856081724	2.436715841	0.102094255	-0.929693162	2.393891573																																															
1925	-0.075278208	0.067307219	2.381774902	-0.078054994	0.139400721	2.386913776	-0.095307708	0.501074433	2.37853241	-0.090052232	0.662853956	2.318635225	-0.25356403	0.390845954	2.386437893	-0.303015351	0.099294595	2.403290033	-0.309610546	-0.148652226	2.366830826	-0.307049215	-0.240703583	2.349947453	0.060799524	0.383517534	2.369873047	0.119439133	0.094509125	2.403632641	0.156515628	-0.155641928	2.360604763	0.15243867	-0.237076893	2.337179184	-0.14146398	-0.00544217	2.382450104	-0.182530567	-0.481387198	2.427668571	-0.199271753	-0.850424945	2.427818537	-0.210539818	-0.920497656	2.389008284	-0.002867042	-0.001256208	2.378146887	0.056095831	-0.489283174	2.416390419	0.07336539	-0.853892386	2.435828447	0.102117069	-0.929150701	2.394079208																																															
